PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
276794353,22047283,99,2022-03-30T18:44:00,"20 Block S 10th St Pittsburgh, PA 15203",Y,South Side Flats,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1702,3,3,-79.9889441947875,40.4299278704556
276967753,22048597,99,2022-04-01T17:32:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1413,5,3,-79.9231547045145,40.4379249093786
276970483,22048620,6,2022-04-01T18:00:00,"1100 Block Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1806,4,5,-80.004769129109,40.4071141630833
276973036,22022002,99,2022-04-01T18:55:00,"3600 Block Forbes Ave Pittsburgh, PA 15213",Y,Central Oakland,4,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,1517,3,3,-79.9574438099624,40.4402724391202
276985028,22048716,27,2022-04-01T21:40:00,"300 Block Moore Ave Pittsburgh, PA 15210",N,Knoxville,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3001,3,5,-79.9930100472604,40.4113600917377
277032771,22048444,11,2022-04-01T13:25:00,"1800 Block Cliffs St Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT BY DECEPTION,3922 Theft by Deception.,305,6,3,-79.9855211588223,40.446214744789
277056921,22046389,99,2022-03-29T12:41:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
275025565,22036016,99,2022-03-11T12:00:00,"100 Block Parkfield St Pittsburgh, PA 15210",N,Carrick,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2904,4,3,-79.9873681392311,40.3913062841892
275114884,22037128,27,2022-03-13T01:22:00,"Heckelman St & Eggers St Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2406,1,1,-79.9780040519227,40.4682884926782
275194314,22037543,99,2022-03-14T11:00:00,"200 Block Spencer Ave Pittsburgh, OH 15227",N,Carrick,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2904,,,,
275213475,22037724,0,2022-03-14T16:22:00,"800 Block Peralta St Pittsburgh, PA 15212",N,East Allegheny,1,99,9999 9999 - (Misc. Incident): Welfare Check,2304,1,1,-79.9971872310427,40.4553640196457
275216222,22037768,5,2022-03-14T17:46:00,"300 Block Sapphire Way Pittsburgh, PA 15224",N,Bloomfield,5,BURGLARY,3502 Burglary.,802,7,2,-79.9503602130675,40.4623260816273
275223751,22037759,20,2022-03-14T17:22:00,"600 Block Chislett St Pittsburgh, PA 15206",Y,East Liberty,5,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment,1113,,,,
275435926,22038924,99,2022-03-16T16:00:00,"900 Block Berry St Pittsburgh, PA 15204",N,Sheraden,6,FOUND PROPERTY,9489 Found Property,2022,2,5,-80.0555186900241,40.4522957268724
275436130,22038985,0,2022-03-16T18:00:00,"200 Block Village Rd Pittsburgh, PA 15205",N,Fairywood,6,99,9993 PFA Service with Weapons Supplement,2808,2,5,-80.0785247514956,40.4512514741103
275436957,22038984,0,2022-03-16T18:00:00,"200 Block Village Rd Pittsburgh, PA 15205",N,Fairywood,6,99,9993 PFA Service with Weapons Supplement,2808,2,5,-80.0785247514956,40.4512514741103
276232642,22043975,99,2022-03-24T19:26:00,"3100 Block Allendale St Pittsburgh, PA 15204",N,Sheraden,6,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2022,2,5,-80.0599592944753,40.4543836689684
276248393,22044128,6,2022-03-24T23:47:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1306,,,,
276297823,22044343,6,2022-03-25T10:01:00,"1800 Block Mt Joseph St Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2901,4,3,-79.9904793073321,40.3966383018026
276325530,22444495,6,2022-03-25T15:03:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9221749446935,40.4651657848127
276745604,22044245,10,2022-03-25T06:35:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Bedford Dwellings,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.9960409452176,40.4350395659105
276874613,22047843,14,2022-03-31T17:00:00,"400 Block Kirkpatrick St Pittsburgh, PA 15219",N,Middle Hill,2,CRIM MISCHIEF,3304 Criminal Mischief. / 8106 Shots Fired,501,,,,
276877691,22047918,27,2022-03-31T17:30:00,"East Liberty Blvd & N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1113,9,2,-79.9227601854472,40.4659569319852
275127177,22036857,23,2022-03-12T21:00:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,PUBLIC DRUNKENESS,5505 Public Drunkenness,2205,1,1,-80.0096363483307,40.4549103553127
275149604,22037456,99,2022-03-14T06:47:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,FOUND PROPERTY,9489 Found Property,305,6,3,-79.9799824053927,40.4435889103074
275340366,22038311,27,2022-03-15T15:30:00,"6200 Block 5th Ave Pittsburgh, PA 15232",N,Squirrel Hill North,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1402,8,3,-79.9223894539174,40.4523393247897
275341193,22038390,10,2022-03-15T18:48:00,"2300 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT,2709(a) Harassment.,2902,4,3,-79.9855231716653,40.3890572692795
276274803,22044258,6,2022-03-25T06:00:00,"7100 Block Race St Pittsburgh, PA 15208",N,Homewood North,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1302,9,2,-79.8979386679952,40.4593342175381
276691042,22046644,10,2022-03-29T16:54:00,"2500 Block Homehurst Ave Pittsburgh, PA 15234",Y,Overbrook,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",3207,4,5,-79.9958386912235,40.3803782893038
277048877,22048957,14,2022-04-02T10:43:00,"30 Block Baldwick Rd Pittsburgh, PA 15205",N,Oakwood,6,CRIM MISCHIEF,3304 Criminal Mischief.,2812,,,-80.0641648302989,40.4286125792582
277057913,22049020,6,2022-04-02T12:50:00,"6000 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1115,9,2,-79.9247104221077,40.4611889439979
277059710,22049066,27,2022-04-02T12:00:00,"3000 Block Centre Ave Pittsburgh, PA 15219",N,Upper Hill,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,506,6,3,-79.9644006323951,40.4488789092578
277063400,22048144,99,2022-03-30T14:58:00,"300 Block Elsdon St Pittsburgh, PA 15214",N,Perry South,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2614,6,1,-80.0134253174952,40.467015943414
277083758,22049358,0,2022-04-02T23:46:00,"600 Block Ossipee St Pittsburgh, PA 15219",N,Upper Hill,2,99,9093 Indirect Criminal Contempt,506,,,,
277099456,22049497,10,2022-04-03T04:00:00,"2500 Block Park Hill Dr Pittsburgh, PA 15221",Y,Shadyside,5,SIMPLE ASSAULT,2701 Simple Assault.,708,9,2,-79.8732271471488,40.4561140005372
275324373,22038014,99,2022-03-10T19:19:00,"3800 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2701,1,1,-80.0356961105039,40.484558043147
275331326,22038088,99,2022-03-13T23:04:00,"3800 Block O Hara St Pittsburgh, PA 15213",N,North Oakland,4,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,403,,,,
275580199,22040048,27,2022-03-17T10:00:00,"Alder St & Maryland Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid,705,8,2,-79.9303905247796,40.4554390342692
276183899,22043666,6,2022-03-24T08:39:00,"1700 Block Shady Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1408,,,,
276496794,22045777,99,2022-03-28T01:38:00,"50 Block Briggs St Pittsburgh, PA 15234",N,Overbrook,3,MENTAL 201/302,9498 302 (Mental),3207,4,5,-79.9986977461116,40.3859170845924
276500862,22045829,99,2022-03-28T06:30:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,FOUND PROPERTY,9489 Found Property,2507,6,1,-80.0165685056208,40.4568744092444
276760397,22047051,99,2022-03-30T12:06:00,"400 Block Orchard Pl Pittsburgh, PA 15210",N,Knoxville,3,GAMBLING INVESTIGATION,9130 Graffiti Investigation,3001,3,5,-79.9954275924693,40.4176850483442
276792425,22047178,0,2022-03-30T15:58:00,"3600 Block California Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,9090 Recovered Firearm,2701,1,1,-80.0408607014066,40.4804207439451
276795147,22047253,4,2022-03-30T18:01:00,"7200 Block Verona Blvd Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,AGG-ASSAULT,2702 Aggravated Assault.,1202,,,,
277010434,22048805,4,2022-04-02T01:31:00,"2000 Block Sarah St Pittsburgh, PA 15203",Y,Chateau,1,AGG-ASSAULT,2702 Aggravated Assault.,2108,3,3,-79.9775996919227,40.4275498215054
277023343,22048887,0,2022-04-02T06:40:00,"Knox Ave & Bausman St Pittsburgh, PA 15210",N,Knoxville,3,99,3742 Accidents Involving Death or Personal Injury,3001,3,5,-79.9905184295157,40.4143736034039
275196745,22037586,99,2022-03-14T12:28:00,"7200 Block Finance St Pittsburgh, PA 15208",N,Homewood South,5,MENTAL 201/302,9498 302 (Mental),1303,9,2,-79.8984262496782,40.4528558332636
275418778,22038841,6,2022-03-16T14:03:00,"500 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,7,2,-79.9435820869511,40.464893357809
275424274,22035237,10,2022-03-09T20:30:00,"500 Block E Carson St Pittsburgh, PA 15203",Y,Central Business District,3,SIMPLE ASSAULT,2701 Simple Assault.,1702,3,3,-79.9950374437945,40.4287569781491
275424732,22035237,10,2022-03-09T20:30:00,"600 Block E 1st Ave Pittsburgh, PA 15219",Y,Central Business District,3,SIMPLE ASSAULT,2701 Simple Assault.,1702,6,6,-79.9960409452176,40.4350395659105
275425055,22038840,3,2022-03-16T14:01:00,"500 Block E North Ave Pittsburgh, PA 15212",N,East Allegheny,1,ROBBERY,3701 Robbery.,2304,1,1,-80.0014905730358,40.4565803049788
275426307,22038873,6,2022-03-16T07:50:00,"2900 Block Sacramento Ave Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2018,2,5,-80.0490449274855,40.4564018693418
275426749,22038900,11,2022-03-16T00:01:00,"1000 Block N Negley Ave Pittsburgh, PA 15206",N,Highland Park,5,IDENTITY THEFT,4120 Identity Theft,1102,7,2,-79.924731373482,40.4742835282836
275429384,22038923,6,2022-03-16T00:01:00,"2300 Block Whited St Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,3206,4,5,-80.0097829230092,40.3963414384639
275430077,22038883,27,2022-03-16T15:00:00,"Saw Mill Run Blvd & Underwood St Pittsburgh, PA 15227",N,Overbrook,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3204,4,5,-79.9957491242115,40.3836010498612
275433073,22038939,11,2022-03-13T03:20:00,"5400 Block Berlin Way Pittsburgh, PA 15201",N,Upper Lawrenceville,2,IDENTITY THEFT,4120 Identity Theft,1011,7,2,-79.9515329500257,40.4831515608958
275435075,22038940,0,2022-03-16T00:01:00,"200 Block Shadyhill Rd Pittsburgh, PA 15205",N,Westwood,6,99,9999 9999 - (Misc. Incident): ,2811,2,5,-80.0488855963886,40.4347247958096
275435132,22038959,0,2022-03-16T00:01:00,"1800 Block Preble Ave Pittsburgh, PA 15233",N,Chateau,1,99,9999 9999 - (Misc. Incident): ,2108,6,1,-80.0324325323128,40.4564613307487
275436027,22038972,14,2022-03-16T17:00:00,"6300 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,CRIM MISCHIEF,3304 Criminal Mischief.,1115,,,,
275449318,22039056,99,2022-03-16T20:15:00,"5100 Block Penn Ave Pittsburgh, PA 15224",Y,Bloomfield,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,809,7,2,-79.9427372425795,40.4647828011956
277081345,22049198,18,2022-04-02T18:01:00,"N Highland Ave & Bryant St Pittsburgh, PA 15206",Y,Highland Park,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant / 3714 Careless Driving / 3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1102,7,2,-79.9187894197609,40.4745100522827
277123771,22049644,0,2022-04-03T14:15:00,"3100 Block Landis St Pittsburgh, PA 15204",N,Sheraden,6,99,9999 9999 - (Misc. Incident): ,2018,2,5,-80.0556002598474,40.4564815637975
277127854,22049671,27,2022-04-03T15:53:00,"Woods Run Br & Mairdale Ave Pittsburgh, PA 15212",Y,Perry North,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1311 Registration Card to be Signed and Exhibited on Demand. / 1786 Required Financial Responsibility. / 1501 Drivers Required to be Licensed. / 3714 Careless Driving,201,1,1,-80.0251217536044,40.4852561732617
277135356,22049686,10,2022-04-03T15:41:00,"5800 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304 Criminal Mischief.",201,,,,
277141550,22049761,14,2022-04-03T18:41:00,"700 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2609,1,1,-79.9982412589835,40.4759997700279
277142580,22049751,10,2022-04-03T10:51:00,"2000 Block Waterfront Pl Pittsburgh, PA 15222",Y,Strip District,2,SIMPLE ASSAULT,2701 Simple Assault.,203,7,6,-79.9852919959969,40.4526797726403
277150752,22049900,0,2022-04-04T00:45:00,"1300 Block Jeffers St Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2022,2,5,-80.0650878274151,40.4538670230583
-3564026253,22049819,0,2022-04-03T21:10:00,"100 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): ,404,,,-79.8783824278341,40.4433210032603
277222356,22050139,9,2022-03-26T22:35:00,"1100 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,FORGERY,4101 Forgery.,1919,4,5,-80.0153820316549,40.3915878301337
275026545,22036118,5,2022-03-11T15:30:00,"1000 Block Steuben St Pittsburgh, PA 15220",N,Elliott,6,BURGLARY,3502 Burglary.,2020,,,,
275198280,22037642,0,2022-03-14T13:45:00,"7200 Block Bennett Ter Pittsburgh, PA 15208",N,Homewood South,5,99,9999 9999 - (Misc. Incident): ,1303,9,2,-79.8966319961519,40.4564560852674
275457295,22039133,3,2022-03-16T22:52:00,"3400 Block Butler St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,ROBBERY,3701 Robbery.,603,7,2,-79.9666288159057,40.4632395186708
275461133,22039245,99,2022-03-17T02:48:00,"1700 Block Realty Ave Pittsburgh, PA 15216",N,Beechview,6,MENTAL 201/302,9498 302 (Mental),1920,4,5,-80.0247692834931,40.4086475450662
275463321,22039277,99,2022-03-17T04:41:00,"800 Block East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,AIDED CASE,9497 Aided Case,2304,1,1,-79.9967109310997,40.4544186679224
275467757,22039283,3,2022-03-17T05:14:00,"7700 Block Penn Ave Pittsburgh, PA 15221",Y,Point Breeze North,4,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle.,1405,9,3,-79.893871347431,40.4463971633631
276788995,22045311,10,2022-03-27T01:52:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,2,HARRASSMENT,"2709(a) Harassment. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 5102 Obstr. Admin. of Justice by Picketing, Etc. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION",201,1,1,-80.0096363483307,40.4549103553127
276791336,22047161,0,2022-03-30T15:39:00,"1800 Block Buena Vista St Pittsburgh, PA 15212",N,Perry South,1,99,9999 9999 - (Misc. Incident): ,2614,6,1,-80.0154471857388,40.4597723007582
276980729,22048694,27,2022-04-01T20:56:00,"1600 Block Arlington Ave Pittsburgh, PA 15210",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1706,,,-79.9881615180371,40.4184960810882
276988825,22048743,0,2022-04-01T23:07:00,"900 Block Saw Mill Run Blvd Pittsburgh, PA 15226",Y,Bon Air,3,AGRICULTURAL VANDALISM,3309 Driving on Roadways Laned for Traffic. / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment,1806,2,5,-80.0228567519789,40.426952035298
277067739,22049084,6,2022-04-02T10:30:00,"5200 Block Gertrude St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1515,5,3,-79.9421168961408,40.406142339484
274973339,22035580,0,2022-03-10T14:10:00,"2900 Block Brighton Rd E Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2715,1,1,-80.0270291384734,40.471795139598
275542669,22039693,99,2022-03-17T18:00:00,"600 Block Morewood Ave Pittsburgh, PA 15213",N,Shadyside,4,FOUND PROPERTY,9489 Found Property,709,8,2,-79.9430571773875,40.4508558610197
275621977,22040351,6,2022-03-18T19:40:00,"1500 Block Summerdale St Pittsburgh, PA 15204",N,Windgap,6,THEFT FROM AUTO,3934 Theft from Vehicle,2807,2,5,-80.073102301233,40.4563910209791
275627198,22039926,0,2022-03-18T05:48:00,"Saw Mill Run Blvd & Midwood Ave Pittsburgh, PA 15210",Y,Overbrook,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,3204,4,5,-79.997353468008,40.3929950121078
276263052,22044236,0,2022-03-25T06:15:00,"2300 Block Valera St Pittsburgh, PA 15210",N,Carrick,3,99,3503(b.1) Criminal Trespass - Simple Trespasser,2904,4,3,-79.9874099595446,40.387941860745
276272900,22044244,6,2022-03-25T06:00:00,"3000 Block Jane St Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT FROM AUTO,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3934 Theft from Vehicle,1608,3,3,-79.9650175863571,40.4232146388069
276327818,22044496,99,2022-03-25T15:02:00,"3100 Block Brunot Ave Pittsburgh, PA 15204",N,Sheraden,6,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,2018,2,5,-80.051213468157,40.4594937994227
276526686,22045863,14,2022-03-28T08:00:00,"100 Block Banner Way Pittsburgh, PA 15201",N,Central Lawrenceville,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,901,7,2,-79.9636852961529,40.4718278207283
276747585,22046900,0,2022-03-30T07:20:00,"200 Block Amabell St Pittsburgh, PA 15211",N,Mount Washington,3,99,9997 Overdose Death,1903,2,5,-80.0143467542888,40.432933193369
276772336,22047084,99,2022-03-30T13:17:00,"2200 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1306,9,2,-79.8730925207885,40.4539041976002
276876634,22047922,10,2022-03-31T14:42:00,"50 Block Oakwood Rd Pittsburgh, PA 15205",Y,Oakwood,6,TERRORISTIC THREATS,2709(a) Harassment. / 2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts / 2709.2 Stalking Conduct or Repeatedly Communicates / 2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner / 2709(a.1)(1)(ii) Cyber Harassment Of A Child Through An Electronic Social Media Service: Threat To Inflict Harm,2812,2,5,-80.0665178542983,40.4275728602193
277113750,22049518,0,2022-04-03T07:30:00,"500 Block Sickles St Pittsburgh, PA 15221",N,East Liberty,5,99,9999 9999 - (Misc. Incident): ,1115,9,2,-79.8814074828142,40.4494658009468
277113914,22049524,99,2022-04-03T07:37:00,"3900 Block Forbes Ave Pittsburgh, PA 15213",N,North Oakland,4,MENTAL 201/302,9498 302 (Mental),403,3,3,-79.9557531362474,40.441861621252
277118285,22049586,6,2022-04-03T10:00:00,"6800 Block Meade St Pittsburgh, PA 15208",N,Point Breeze North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1405,9,2,-79.9098249428627,40.4529962020351
277123439,22049601,10,2022-04-03T11:30:00,"50 Block Oakwood Rd Pittsburgh, PA 15205",Y,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 9999 9999 - (Misc. Incident): Indirect Criminal Contempt / 2709(a)(6) Harassment Communicates Repeatedly at Extreme Hours / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows,201,2,5,-80.0665178542983,40.4275728602193
277119024,22049582,4,2022-04-03T06:00:00,"2600 Block Brownsville Rd Pittsburgh, PA 15227",N,Carrick,3,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault.,2904,4,3,-79.9788043658311,40.3854502648648
-3354175789,22035406,0,2022-03-10T07:20:00,"300 Block Mc Kee Pl Pittsburgh, PA 15213",N,Central Oakland,4,99,9999 9999 - (Misc. Incident): ,405,3,3,-79.9577063860126,40.4383720870111
275120334,22036382,0,2022-03-11T22:00:00,"60 Block Ruth St Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): ,1807,2,5,-80.0052467558732,40.4248480442866
275530629,22039525,27,2022-03-17T14:58:00,"300 Block Taylor St Pittsburgh, OH 15224",Y,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,802,,,,
275597901,22040119,11,2022-03-18T13:40:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,IDENTITY THEFT,4120 Identity Theft,2019,7,2,-79.9579476679689,40.4673830136992
275607699,22038678,99,2022-03-15T01:00:00,"Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,201,,,-80.0024134834251,40.4345725552299
275621937,22040354,6,2022-03-18T20:45:00,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3934 Theft from Vehicle / 4106 Access Device Fraud,201,6,6,-80.0018566639174,40.4380991224729
275637176,22040440,99,2022-03-18T22:55:00,"300 Block Arabella St Pittsburgh, PA 15210",Y,Knoxville,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,3001,3,5,-79.9930701306447,40.4121733612854
276265956,22044245,10,2022-03-25T06:35:00,"2200 Block Somers Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,3,-79.9755889365866,40.4494256477235
276632938,22046000,6,2022-03-27T13:30:00,"6300 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4120 Identity Theft / 4106 Access Device Fraud,1115,,,,
276660034,22046453,10,2022-03-29T09:00:00,"700 Block Melbourne St Pittsburgh, PA 15217",N,Greenfield,4,HARRASSMENT,"2709(a) Harassment. / 601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property / 3503(b.1) Criminal Trespass - Simple Trespasser",1517,5,3,-79.9337641378384,40.4218034190833
-3271139051,22049031,27,2022-04-01T12:00:00,"Kramer Way & Westwood St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1915,2,5,-80.0059702146448,40.4244932291516
-3533054851,22049008,6,2022-04-02T12:22:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.9818723137217,40.4285931755254
277067768,22047314,17,2022-03-26T23:00:00,Zone 3,N,,3,INDECENT ASSAULT,3126 Indecent Assault.,,,,,
277069979,22043039,10,2022-03-18T12:00:00,"4500 Block Carroll St Pittsburgh, PA 15224",N,Bloomfield,5,SIMPLE ASSAULT,2701 Simple Assault.,903,7,2,-79.9513159328587,40.4652687247021
277072260,22049148,0,2022-04-02T16:35:00,"7400 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood North,5,99,9999 (Misc. Crime): PFA Violation ,1302,9,2,-79.8918740327584,40.4563851569135
277080094,22049301,6,2022-04-02T21:16:00,"200 Block Caperton St Pittsburgh, PA 15210",N,Bon Air,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1806,4,5,-80.0030255862039,40.4096576051321
277089352,22039127,18,2022-04-03T02:06:00,"Stanwix St & Fort Duquesne Blvd Pittsburgh, PA 15222",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 4703 Operation of Vehicle without Official Certif. of Inspection / 1543 Driving While Operating Privilege is Suspended or Revoked.,2304,6,6,-80.0047626785716,40.4436512142619
277091378,22049480,27,2022-04-03T03:43:00,"2200 Block Hazeldell St Pittsburgh, PA 15210",Y,Carrick,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3714 Careless Driving / 1785 Proof of Financial Responsibility Following Accident.,2902,4,3,-79.9856811138815,40.3913975616406
277092552,22049413,0,2022-04-03T02:03:00,"2800 Block Edwards Way Pittsburgh, PA 15203",N,South Side Slopes,3,99,9998 Overdose Other,1608,3,3,-79.9684366513581,40.4241062019523
274892200,22035531,5,2022-03-10T11:00:00,"1000 Block Wheeler St Pittsburgh, PA 15221",N,Homewood North,5,BURGLARY,3502 Burglary.,1301,9,2,-79.8845139185242,40.4576810381164
274902874,22035573,5,2022-03-10T13:30:00,"2400 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,BURGLARY,3502 Burglary.,2614,,,,
